Type,Amount,OriginAccNumber,OriginOldBalance,OriginNewBalance,DestAccNumber,TransactionDate,TransactionId,OrigCountry,OriginInternalUserId
CASH_OUT,81029.86,C1662592920,0.0,0.0,C288665596,2019-03-18,TRF-lTiQOoLEiiFt,SG,C-f7d48aa5-f034-4a5f-bf2e-c965f4ccc877
CASH_OUT,139054.95,C749981943,0.0,0.0,C1749186397,2020-08-01,TRF-SbxUYmlWcLwj,MY,C-dd5c36b4-4876-4249-b476-7dbc50b5cc09
CASH_OUT,154716.2,C455888635,0.0,0.0,C453211571,2017-01-03,TRF-irvNjxgrEVzE,MY,C-3d09ff55-a244-4a34-bd93-100ba809a8bd
CASH_OUT,53631.83,C1003755748,0.0,0.0,C757108857,2017-02-26,TRF-SQGSJBdveybl,ID,C-def0d2e2-9310-4ea5-9895-390e60a7d33d
CASH_OUT,289645.52,C494894055,0.0,0.0,C1023714065,2018-01-03,TRF-HQbpztKEDleR,SG,C-d60b9380-f2a1-4f9d-92bd-4e4a726e2f5c
CASH_OUT,267148.82,C789982400,0.0,0.0,C401424608,2022-01-24,TRF-FAwmfazLLkmc,SG,C-9977ec23-f1c5-46f2-9f9c-50eab0d7f653
CASH_OUT,47913.58,C263833514,0.0,0.0,C240650537,2021-04-17,TRF-WdvLkvRxhGdP,SG,C-19d8c56d-87a5-4bf1-b4ea-d2c12ab68ff4
CASH_OUT,193605.38,C1153933106,0.0,0.0,C1971489295,2019-05-17,TRF-TuuvIrhFrmQq,ID,C-f2237f02-ba33-4fca-b07b-49f9912a9d8e
CASH_OUT,344464.4,C785306763,0.0,0.0,C766572210,2019-09-26,TRF-jqasKKrhUgKs,MY,C-9807c53e-5927-49e3-a3ac-8cc699641dc8
CASH_OUT,169409.87,C452364286,0.0,0.0,C401424608,2020-12-01,TRF-krLoooOBEHCc,SG,C-0856075f-d4b8-478c-9d2f-391096b9de95
CASH_OUT,25793.74,C201677908,0.0,0.0,C476800120,2022-07-05,TRF-CyMyfPhKPGWz,SG,C-63a2f9ab-12dd-4a1b-9f05-2b3ef843d542
CASH_OUT,114712.48,C2123914473,0.0,0.0,C1209271652,2015-01-18,TRF-SLYsLvNuZtts,MY,C-32ecee14-2390-4392-81b3-2773f0a97153
CASH_OUT,89038.75,C1306794745,0.0,0.0,C2083562754,2022-04-28,TRF-YJOQBDLerRby,ID,C-b09a12e9-0812-451b-93bb-4279c818e33c
CASH_OUT,1341.58,C879311295,0.0,0.0,C557041912,2019-08-21,TRF-pLTuqdujWwTS,SG,C-e39fbaf2-02ca-479e-974d-e13a6b0ba8f8
CASH_OUT,44443.08,C2002174925,0.0,0.0,C1590550415,2016-09-27,TRF-laHPQAjIkTvn,SG,C-4a19ab0f-badb-4c5d-b3bc-da489c11858e
CASH_OUT,34729.64,C2029372696,0.0,0.0,C1435804085,2021-03-06,TRF-UXQgVCJYvSPp,ID,C-1f88ae09-5b18-49a8-96ae-098f18ab6b21
CASH_OUT,105979.34,C12905860,0.0,0.0,C736709391,2018-06-01,TRF-AMFwaKitFjKn,MY,C-1913be5e-a621-41db-a926-1e7cecd4bd22
CASH_OUT,57794.61,C665137804,0.0,0.0,C240650537,2016-09-04,TRF-VTftrdCGSkou,MY,C-537805a9-b80b-4710-be0a-b369f9ef226f
CASH_OUT,15918.79,C347091104,0.0,0.0,C1854778591,2016-01-12,TRF-vEfdsemhBpNN,SG,C-4bfe1da0-f01f-45ff-9fb2-6bc58fac8df4
CASH_OUT,19162.08,C878861517,0.0,0.0,C885951223,2018-02-03,TRF-OWuaVUpOIoHx,SG,C-e6fae174-0244-4fad-a86e-c3f508fb09ac
CASH_OUT,220691.42,C1976602906,0.0,0.0,C1590550415,2016-01-15,TRF-kmtsiIoYPykt,ID,C-ad1d7d59-221e-4756-9aef-6f71112cd942
CASH_OUT,9536.54,C1591161296,0.0,0.0,C1060830840,2018-04-18,TRF-vQwyidiMLdCy,MY,C-45a45260-a5fd-4622-8082-81cfe262a085
CASH_OUT,29784.06,C1087072654,0.0,0.0,C920011586,2020-03-16,TRF-whuyEKjrRzFl,MY,C-15b3ef18-0755-4b1a-a7dc-130f17e82cbb
CASH_OUT,190445.51,C1768242710,0.0,0.0,C1360767589,2019-01-21,TRF-sCwnJdqJWmPJ,ID,C-de901bdb-eb23-4e75-9b97-3b7ce0c463d6
CASH_OUT,57279.11,C1938025186,0.0,0.0,C824009085,2015-01-09,TRF-tgYhJLhtyJFG,MY,C-1cf8860b-ef08-4d73-a68f-51247b8df854
CASH_OUT,112086.81,C725832346,0.0,0.0,C1531333864,2019-06-07,TRF-IHLlvjwfHAPp,ID,C-f925f8cf-f6f0-4491-a6d3-6d59f92cd74c
CASH_OUT,80311.89,C1887699190,0.0,0.0,C434091818,2022-10-16,TRF-pWOMSREdnVnR,SG,C-48ad6f3e-d512-4f6c-9905-ba7a501343a2
CASH_OUT,151829.91,C2123914473,0.0,0.0,C1023714065,2018-04-16,TRF-kXFATBQMtPWe,ID,C-eaa325c9-5292-41bb-9851-b96a28533085
CASH_OUT,26004.52,C1459016715,0.0,0.0,C1225616405,2016-01-08,TRF-SwaYWaXNxTCs,SG,C-2277bfcd-2817-47ed-9a67-e61542c9cdc2
CASH_OUT,3146.16,C1733056574,0.0,0.0,C1504109395,2015-04-06,TRF-puTDLVhObXEq,ID,C-dd4bd647-1222-403d-b25a-d596cd1615bf
CASH_OUT,296752.75,C835773569,0.0,0.0,C1531333864,2019-08-17,TRF-sOMIabtIyhpC,ID,C-386db029-195f-4b14-bdf2-827a33087821
CASH_OUT,191702.06,C1123559518,0.0,0.0,C985934102,2016-12-12,TRF-PxflEPytOpzY,MY,C-7a860bb6-0de5-46ec-b871-5e6651c21cbf
CASH_OUT,365510.05,C2059592603,0.0,0.0,C564160838,2015-11-25,TRF-PXiujvvZwXcG,ID,C-06244bd6-79f4-4602-9c51-9df5fcbb4d5f
CASH_OUT,202332.08,C908722588,0.0,0.0,C453211571,2019-05-10,TRF-THZcQjeGirHt,MY,C-92f22023-406d-40be-aff6-95de286e188e
CASH_OUT,55105.9,C247162961,0.0,0.0,C932583850,2016-07-19,TRF-soFLMjCtKCyy,SG,C-9f686418-5a0b-46cb-add2-d82a1a6152e9
CASH_OUT,171508.59,C1673916398,0.0,0.0,C1971489295,2022-12-26,TRF-eogGzUUkobGq,ID,C-dae7dbfd-2305-4e31-8e68-a77e78b392bc
CASH_OUT,178439.26,C837246227,0.0,0.0,C2083562754,2019-03-01,TRF-OpnnJUnvQxvn,ID,C-9bfa52f7-5f14-4624-952d-b61c10667761
CASH_OUT,88834.86,C263833514,0.0,0.0,C985934102,2015-09-06,TRF-BMMWwedKYEGI,ID,C-46aba8c8-47db-4792-aa05-4eb5d4e7a4e4
CASH_OUT,210370.09,C94830685,0.0,0.0,C1170794006,2022-01-14,TRF-YrXrQKznBFNO,ID,C-1ff1fbe2-7525-4976-8898-779e3a721347
CASH_OUT,36437.06,C955611965,0.0,0.0,C1740000325,2017-10-10,TRF-AAmilVEEtrtG,ID,C-0663ecb5-508a-4f8b-9f3b-51486fbcc310
CASH_OUT,82691.56,C1114335860,0.0,0.0,C248609774,2022-08-26,TRF-LcPBpfdaOnTr,SG,C-32ecee14-2390-4392-81b3-2773f0a97153
CASH_OUT,338767.1,C1800967368,0.0,0.0,C453211571,2020-01-10,TRF-OpAPGyucFEaG,MY,C-f4457029-10c1-4ecd-a49c-f3e53474c597
CASH_OUT,187728.59,C26928827,0.0,0.0,C1360767589,2021-01-24,TRF-KPNAmhZsTAXU,SG,C-612b9d64-1da7-4923-9fe8-60b66a38482c
CASH_OUT,271002.7,C1089930529,0.0,0.0,C451111351,2022-03-05,TRF-gnrLEpLCmCdS,SG,C-ae1c9e61-d657-41db-8aaa-8b3d8ed96185
CASH_OUT,323105.08,C1624351535,0.0,0.0,C747464370,2020-06-30,TRF-iztGXEVeBchF,SG,C-3137cb51-db63-4a5c-8ae2-78608ece27a0
CASH_OUT,10782.94,C1863655430,0.0,0.0,C796533847,2020-10-13,TRF-jfJGsCgODWje,ID,C-7abfd4dc-93ab-4102-a183-7f5e54a3ebc5
CASH_OUT,89962.11,C1167088639,0.0,0.0,C240650537,2018-05-26,TRF-FSXSRfrKhpho,SG,C-7ca55fe4-6eb2-4912-8b00-a8424c2bcec6
CASH_OUT,101940.14,C1021565761,0.0,0.0,C357863579,2017-08-27,TRF-xttNpPBBQYUE,SG,C-7ba4cc47-fc94-470b-b3f5-76c72071c9cf
CASH_OUT,163100.34,C1412322831,0.0,0.0,C401424608,2017-12-10,TRF-VsqFyyyIQdtK,ID,C-455d8e33-37a9-4aa7-98aa-745ec30b8419
CASH_OUT,136030.66,C61426020,0.0,0.0,C757108857,2020-03-15,TRF-vgjHQpAOlXqn,ID,C-8eb67478-2c8b-4c6f-9db2-cfe91a952c79
CASH_OUT,68912.23,C164714495,0.0,0.0,C1688019098,2020-06-01,TRF-JTzCjKbHOSLP,ID,C-6fa67182-9c0f-479f-b5bc-7c5790351b7f
CASH_OUT,73464.06,C1215951090,0.0,0.0,C1789550256,2017-03-15,TRF-xzxlQVDuTxjb,ID,C-58936a8c-980e-4f9a-90ab-6c85fccf1f76
CASH_OUT,106117.28,C609483101,0.0,0.0,C476402209,2017-05-09,TRF-dCnvrfZPyNrB,MY,C-3d14761d-c32d-4cef-8a20-6221ab01bee1
CASH_OUT,503333.79,C1956415355,0.0,0.0,C985934102,2019-03-20,TRF-PwgleMsSHsMT,ID,C-ef895b39-db50-4597-9cf2-613c0d19ae95
CASH_OUT,71991.42,C725832346,0.0,0.0,C557041912,2015-12-02,TRF-TkRKQlhqhZrU,MY,C-c6b634e8-e285-4fa5-9add-02f60cbb2c27
CASH_OUT,91379.93,C1800693087,0.0,0.0,C401424608,2015-07-19,TRF-pAsLqSDmONoS,ID,C-957d91bf-7fda-457e-a2cf-e30b50346669
CASH_OUT,26759.05,C1237762639,0.0,0.0,C1360767589,2018-12-11,TRF-wnSAaXKmZrcD,SG,C-6d1cb0c0-d65b-4a5c-bead-44111775a1a4
CASH_OUT,128487.35,C2023917549,0.0,0.0,C747464370,2015-03-14,TRF-rOOlQhFMVthO,MY,C-82c19dbd-1e60-4a06-be3a-21509ceebc1d
CASH_OUT,252908.87,C312168418,0.0,0.0,C33524623,2019-10-18,TRF-ZTKyACUxyfai,ID,C-da862001-7414-4446-b97b-1a6f118fe459
CASH_OUT,64489.64,C1047934137,0.0,0.0,C1297685781,2015-09-14,TRF-VyjVqHqItbHC,ID,C-b6f2acb3-2295-40cf-9857-4e6467f378ce
CASH_OUT,171369.73,C893523498,0.0,0.0,C451111351,2018-02-23,TRF-FXZvZfXLPznN,ID,C-d9528e27-7e52-4ed7-9049-5139b7361c08
PAYMENT,4493.29,C50503805,8258.0,3764.71,M1555990397,2019-08-21,TRF-IXFtiGZGXwVA,MY,C-0cb5d543-4a54-4385-8d6d-b245942344f8
PAYMENT,12121.5,C1560379655,97058.0,84936.5,M1291367132,2015-12-22,TRF-SzkgOxKQiPrA,SG,C-51593446-4d36-4e4e-a12b-decebbf89cb4
PAYMENT,2278.19,C970781872,290.0,0.0,M1479140596,2018-11-14,TRF-iBMIInkAVKss,ID,C-bf17d00c-49e0-45db-a02c-3b7bf1ef047c
PAYMENT,7707.44,C1089930529,99827.0,92119.56,M1275028674,2018-07-20,TRF-nqSDluwXDLxO,ID,C-7a893848-404f-43ac-8ed9-bcdb68c51449
PAYMENT,4013.02,C58890945,92119.56,88106.55,M204805934,2017-02-25,TRF-YISbLWkoczmK,ID,C-f2c686f8-60ab-4c3e-95fa-87cce7db2b40
PAYMENT,5775.15,C2078641942,132329.0,126553.85,M1019484860,2020-12-21,TRF-CLhrjljwYrOS,SG,C-14ba07d3-260d-4c61-88c7-509a42fffc25
PAYMENT,4843.93,C348132918,51718.0,46874.07,M1640899500,2016-05-14,TRF-ebnCKsVrTJOe,ID,C-ace492fc-4fac-476e-8664-4ab0a60d48b7
PAYMENT,2397.82,C882646447,20421.0,18023.18,M473666452,2017-09-08,TRF-EhuSOKIFSdMz,SG,C-47f909c6-0295-4fab-bd54-338808292abe
PAYMENT,4391.44,C2144067911,228.0,0.0,M2138005960,2020-12-12,TRF-CYpTXBfgzZUT,MY,C-422e52e5-0069-48bf-9171-8c3822f1ab90
DEBIT,4497.87,C1111379131,107388.0,102890.13,C510113906,2019-04-03,TRF-ucYXYshovpfb,MY,C-d147684b-808c-44d1-98b9-d440002b6fff
PAYMENT,7452.89,C1086849943,102397.0,94944.11,M67730604,2022-06-16,TRF-cNCshsLasivD,ID,C-e2d4d179-f89d-4d36-a582-eeb31e033788
PAYMENT,3930.81,C816944408,6032.0,2101.19,M710623214,2019-10-04,TRF-BJjWVkerZqXv,MY,C-e179a5d1-fe27-4967-8f96-5fca3315f437
CASH_OUT,71532.24,C1108706191,2101.19,0.0,C1810132623,2021-10-20,TRF-FKDOOqzlnwRG,MY,C-d3f525cd-276b-4224-9727-91e60e73c777
CASH_OUT,61159.51,C424786033,0.0,0.0,C476402209,2019-03-09,TRF-EJWXqWdEQNRz,MY,C-7c9c67ee-29fd-48a3-a370-b7ac6f14f7b6
CASH_OUT,12401.9,C1660837991,0.0,0.0,C1096283470,2017-08-18,TRF-KGaVwtAjLszw,MY,C-980d2e31-de51-4143-bd66-d8c227eb6e72
CASH_OUT,32702.61,C553759818,0.0,0.0,C75457651,2020-09-30,TRF-hRFNIypLoyRm,MY,C-e3449e4e-912e-4771-8b54-6146f878080d
PAYMENT,6926.67,C1824322115,152927.0,146000.33,M1896552614,2016-02-23,TRF-peGRHaDwMZfC,ID,C-0d29e0bf-993a-47a9-9c39-5bd64ba370da
PAYMENT,893.57,C1893563925,10676.0,9782.43,M1033856359,2020-08-01,TRF-sjKAvCZdzfbi,SG,C-d9354acd-961f-418f-8876-b5487f65fbce
TRANSFER,480222.51,C648315947,11110.0,0.0,C451111351,2017-08-18,TRF-QowWILwezmSj,ID,C-7abfb26b-7c95-4a5e-94c9-df1bacb20370
PAYMENT,3608.41,C119112899,11150.0,7541.59,M904253669,2018-09-23,TRF-wLpmYKviKLDt,ID,C-c8b788a2-d7c0-4e09-81f1-d44ab56d7e4b
PAYMENT,5946.79,C407493402,7541.59,1594.8,M1431710377,2018-02-23,TRF-DbOYtXwrtfDf,ID,C-c79a548b-20f3-41a4-8ed0-bbabf35dcb32
PAYMENT,6099.96,C388802347,42133.0,36033.04,M2116511124,2021-10-29,TRF-eRWtxhLpzhyY,ID,C-1f88ae09-5b18-49a8-96ae-098f18ab6b21
PAYMENT,372.34,C1446001495,65254.0,64881.66,M1348916831,2021-06-29,TRF-CbNFAyosbmgj,MY,C-59e7e986-2c4e-44bc-9bda-e2bac5a293f6
PAYMENT,4635.18,C1887699190,6313782.05,6309146.87,M125644421,2021-09-08,TRF-ANkDXLrkGmpt,ID,C-8d78ac7f-12a5-40a4-9b13-1dbc55a893e6
PAYMENT,1267.97,C1706272858,6309146.87,6307878.9,M1493158871,2021-01-27,TRF-YCYbJrlxEoga,MY,C-dbcdda0a-6b4c-44da-b791-1e2dd299e09e
PAYMENT,6911.99,C901689694,6307878.9,6300966.92,M1806880779,2019-02-21,TRF-WqDOmTjJfgLu,MY,C-5856d59e-cafe-45c4-ac05-7f5a8f0f52ff
PAYMENT,1795.67,C1447353473,6300966.92,6299171.25,M446445803,2021-09-10,TRF-VimkMJtznEsD,SG,C-a54e5802-2f37-4a02-b2ec-083ead5300cb
PAYMENT,3199.06,C1751403001,6299171.25,6295972.18,M1280603381,2021-06-20,TRF-wUONkhJpLOFZ,ID,C-4cb2ce94-40b8-409b-813a-c0f472d6e986
PAYMENT,10265.17,C203149502,6295972.18,6285707.02,M1424108509,2020-12-06,TRF-ImZIUOxZYaCw,MY,C-5c61f387-b982-46cc-8006-3e82ca718459
PAYMENT,9029.12,C494894055,25480.0,16450.88,M1414013111,2015-09-28,TRF-xHKXRYNNuEYm,SG,C-599db3b2-5ad4-4855-b66a-bb770e8c530f
PAYMENT,7600.57,C2095677157,50747.0,43146.43,M778162712,2016-01-16,TRF-zCrLbRjdgnTZ,SG,C-3c571156-1241-4949-8736-048ccd5b0834
PAYMENT,2057.71,C1544614339,25132.0,23074.29,M548482954,2016-09-01,TRF-MmmmohAXdNJf,SG,C-b56fe60e-7c2b-4606-bbb1-700db0c820ec
PAYMENT,3823.08,C1149407083,10382.0,6558.92,M777341499,2017-07-10,TRF-fPxOWbJxZHBE,ID,C-ecb481a8-e219-4aa8-876c-c76a41094fc3
TRANSFER,2806.0,C1048712791,2806.0,0.0,C972765878,2020-12-12,TRF-biYyqMzlurxx,SG,C-48ad6f3e-d512-4f6c-9905-ba7a501343a2
CASH_OUT,2806.0,C1768242710,2806.0,0.0,C1007251739,2019-06-29,TRF-QxFQYJplUODu,MY,C-58936a8c-980e-4f9a-90ab-6c85fccf1f76
PAYMENT,6737.2,C1660837991,624.0,0.0,M1378497201,2017-05-17,TRF-dVhABfOcBksS,MY,C-18b329fd-c7e0-4330-b0e6-bbad4e9b086f
PAYMENT,9161.98,C589363823,11128.0,1966.02,M1577167234,2023-01-29,TRF-NrrooXJLVlyg,MY,C-add575ab-9bba-4fbc-8b93-4cfa455affbe
PAYMENT,1239.06,C1533547487,396386.0,395146.94,M1591916281,2018-08-11,TRF-dMlurvnYmCuo,SG,C-ab240d7d-2a42-4345-bc3d-1bd3c2fe04e4
PAYMENT,365.0,C1650955365,319.0,0.0,M1884231057,2017-10-28,TRF-weuZMFAkCuFx,SG,C-2eaf3c86-efd1-4936-bf65-3f6497c660c5
PAYMENT,5237.54,C635610193,27105.0,21867.46,M333793193,2015-06-15,TRF-fjxUkCoMxSEg,MY,C-966b50bf-1488-4d39-bec4-20bdfcfbf370
PAYMENT,2618.76,C1198197478,21867.46,19248.7,M937277082,2023-01-15,TRF-lxxMiGUrEDjJ,ID,C-5720ccb2-59c0-4bc7-9757-53fedb9bc372
PAYMENT,339.82,C649769713,12076.0,11736.18,M234740890,2015-07-07,TRF-xpRhoqRVNKLF,MY,C-e253244b-1a68-417b-a027-f75566d89ade
DEBIT,1393.46,C605982374,100068.0,98674.54,C1076835071,2017-06-26,TRF-BWRPyXYCDFbP,MY,C-dd5c36b4-4876-4249-b476-7dbc50b5cc09
PAYMENT,2731.37,C351656492,17540.0,14808.63,M179294202,2016-05-25,TRF-tirVYsipdIxs,ID,C-7d673733-6465-4bdb-9ba1-091834139860
PAYMENT,8364.73,C1123236701,81.0,0.0,M593103894,2018-03-31,TRF-QPUExAJxoddi,MY,C-6423e0c5-d53f-40c9-a0f9-b38d94b3bd68
PAYMENT,6598.71,C2002174925,16392.0,9793.29,M1601935322,2023-01-20,TRF-yLQmLDbICrkA,ID,C-5d026c18-9a38-49ad-9b57-b7ca1d0c3597
PAYMENT,4304.58,C1687627235,10708.0,6403.42,M1803093683,2017-07-10,TRF-OrOtiMHqCvjv,SG,C-46aba8c8-47db-4792-aa05-4eb5d4e7a4e4
PAYMENT,2867.14,C1045731788,943.0,0.0,M962287291,2019-07-09,TRF-aRSAFkPrUrEU,MY,C-a0260b42-e6a2-45ee-88fb-f5b50d8aa79c
PAYMENT,2946.38,C247113419,0.0,0.0,M109069556,2021-10-16,TRF-yPyyJxRhXPfp,SG,C-e76d3269-c2ef-4b98-a450-f5dc77e6ed5a
PAYMENT,507.12,C1936550492,87005.0,86497.88,M828326869,2017-07-13,TRF-aDOaOYSNuJdT,ID,C-3d0f6465-5e80-4cb5-8b33-157422be4fd5
PAYMENT,3020.86,C2031927175,50361.0,47340.14,M1817789863,2017-01-13,TRF-TiTvpkuVtrKg,ID,C-8d1c79c4-28b1-473b-877b-158e369af2af
PAYMENT,8948.03,C696165690,11137.0,2188.97,M1678709153,2020-07-07,TRF-tfYSAFFhaObx,SG,C-40537692-da87-4559-9eac-18462fa1bcf5
CASH_OUT,280877.92,C990679445,2188.97,0.0,C1297685781,2017-04-24,TRF-qDHuwUMoRZOT,ID,C-43278370-9e27-4b6f-b855-111fb83b4a52
PAYMENT,1084.9,C1389774257,13727.0,12642.1,M2016828666,2015-12-21,TRF-nkOrGJUGhgwt,MY,C-47f909c6-0295-4fab-bd54-338808292abe
PAYMENT,9456.69,C501608687,12642.1,3185.41,M1064154107,2022-02-28,TRF-TzcqBXEVtCvb,SG,C-df1c97df-4e73-4e0a-b780-671f941eec27
PAYMENT,5812.36,C478209179,3185.41,0.0,M415565467,2019-11-20,TRF-LYBElXzntolR,SG,C-b93831e4-f166-4526-98fc-cc40ed9a0a06
TRANSFER,157883.07,C1959239586,46547.0,0.0,C1335050193,2017-08-24,TRF-AHoxyRqdQeIf,MY,C-1f88ae09-5b18-49a8-96ae-098f18ab6b21
PAYMENT,2734.77,C1328323494,4511.0,1776.23,M1214133948,2022-09-23,TRF-FsmRzTzRqYmd,ID,C-6c2151ad-a009-4f60-ba9b-dae44161f949
CASH_OUT,102153.86,C1250499735,1776.23,0.0,C1335050193,2022-11-01,TRF-EXrxEtbCalDA,MY,C-3b260840-1bac-47a3-9273-9a4d5759aff8
PAYMENT,584.52,C455888635,15479.0,14894.48,M782228073,2022-02-14,TRF-mVDnnUynuwDB,ID,C-28cc9296-3dc9-4bf3-8949-78458d5874f8
PAYMENT,6113.14,C1936550492,15629.0,9515.86,M391506011,2018-08-01,TRF-LavfoOFRuiIv,ID,C-79bf6529-9b5c-44b3-b887-52f209c749bb
CASH_OUT,369989.2,C873175411,9515.86,0.0,C1789550256,2020-07-19,TRF-uMFZrcxqpsmA,ID,C-d1bde0d6-9852-41a8-8521-9496c2da1223
CASH_OUT,215338.28,C1440738283,0.0,0.0,C75457651,2016-04-09,TRF-DttBbeNstSyV,SG,C-99f2ab16-4ec1-43d7-84c8-2b5ed8981339
CASH_OUT,65521.42,C1257299717,0.0,0.0,C920011586,2021-12-23,TRF-GpwrxYhmnMnD,ID,C-072477b6-6885-46d8-bd8b-b9e6bc5f202b
CASH_OUT,116977.58,C1393828949,0.0,0.0,C1740000325,2020-03-08,TRF-niVlfTQPyPBS,ID,C-1913be5e-a621-41db-a926-1e7cecd4bd22
CASH_OUT,262392.36,C727197178,0.0,0.0,C2083562754,2016-02-28,TRF-hazyErVdVyGH,ID,C-aef0b883-726f-4cdd-bfe9-e495e007afcf
CASH_OUT,51121.05,C1293462056,0.0,0.0,C1740000325,2017-03-24,TRF-oWGYNYLyRmPb,MY,C-c2388bb6-d2a0-4243-b5af-5e8c48d252e6
CASH_OUT,202624.59,C478139423,0.0,0.0,C985934102,2020-06-28,TRF-LxBOuOgtvezt,MY,C-58936a8c-980e-4f9a-90ab-6c85fccf1f76
CASH_OUT,118235.16,C1265053098,0.0,0.0,C1335050193,2016-05-26,TRF-GflJeZurkFsB,ID,C-e54d6d68-bc8a-425b-8f44-4d4231a0785b
CASH_OUT,118056.71,C603658030,0.0,0.0,C757108857,2015-10-27,TRF-QGvuTxHWzHyW,SG,C-90b86db5-218d-47aa-b218-5cef546cc08c
CASH_OUT,498960.91,C1751403001,0.0,0.0,C1360767589,2016-03-15,TRF-yaOBdpnajlIV,SG,C-a1aba9d6-43ed-40cf-8c33-d86f6bb646b6
CASH_OUT,691738.36,C1570470538,0.0,0.0,C1590550415,2018-12-12,TRF-HinOrwQKBTSj,MY,C-f7d48aa5-f034-4a5f-bf2e-c965f4ccc877
CASH_OUT,58820.08,C1252540239,0.0,0.0,C1360767589,2021-05-18,TRF-oeJZtlandbRZ,ID,C-29d6b0c6-0912-40e4-bf8f-42718c373076
PAYMENT,4419.04,C1533330615,52951.0,48531.96,M352776719,2020-03-16,TRF-KAQSlfcVJVDK,SG,C-87fd42ae-43ef-4f89-8da1-ace841738695
PAYMENT,4270.02,C1958592872,9516.0,5245.98,M1112527632,2022-01-29,TRF-fQrAgqdcRTuK,MY,C-68f84d27-f2e3-4061-b204-996bd1ac2b0e
PAYMENT,3007.83,C1663488386,49905.0,46897.17,M955324150,2018-10-02,TRF-keLsfkBjMQBI,ID,C-3d0f6465-5e80-4cb5-8b33-157422be4fd5
PAYMENT,1824.59,C792855998,25138.0,23313.41,M1852661033,2015-08-17,TRF-YUjigxnCjYsa,MY,C-f7dee406-c98f-40fc-92e1-517c6b0ff310
PAYMENT,993.46,C1221981006,19448.0,18454.54,M1814423236,2020-06-20,TRF-yjcABYbxkBPo,MY,C-6423e0c5-d53f-40c9-a0f9-b38d94b3bd68
CASH_OUT,302693.14,C798278875,18454.54,0.0,C1688019098,2016-12-31,TRF-IOmedlZKRytV,ID,C-79bf6529-9b5c-44b3-b887-52f209c749bb
PAYMENT,1445.06,C181252244,10892.0,9446.94,M1218519094,2021-01-24,TRF-cSPlAWskzFQr,SG,C-a29e380c-a73b-4953-9a24-7a87eec0c991
PAYMENT,4059.25,C552674617,4186.0,126.75,M1894758168,2017-07-24,TRF-bhpiVxeZfdqf,SG,C-90e20c36-fce1-474d-86e8-0a870a62dc9f
PAYMENT,3417.18,C118555812,126.75,0.0,M1242688388,2019-02-25,TRF-ivbTDyJIFXAa,ID,C-c79a548b-20f3-41a4-8ed0-bbabf35dcb32
DEBIT,3428.95,C1016633682,147798.0,144369.05,C665576141,2019-07-15,TRF-mLhQOTqLjIGZ,ID,C-dd805870-f8de-4d3f-8ab2-3bb2cb4e3c1b
PAYMENT,5580.98,C1597742167,7781.0,2200.02,M1316005672,2016-01-11,TRF-JNWMdOyImVbN,MY,C-3faf8480-c36f-403f-8f34-36e33c7a563b
DEBIT,3455.85,C1614133563,3509.0,53.15,C401424608,2016-06-14,TRF-dNnyMQuhNcme,ID,C-7c9220dd-7350-4c03-9395-19137a2eb759
PAYMENT,7265.63,C1200048933,14508.0,7242.37,M1463022229,2021-09-18,TRF-weUQququCYqE,ID,C-1d24f4ba-81e5-4ea9-9518-ac030595ed5c
PAYMENT,3852.64,C1198197478,1449076.27,1445223.63,M1455855843,2020-02-07,TRF-nLGPBUBnuNAb,ID,C-722e577d-518a-4ec3-9c76-958dd1e8f80c
PAYMENT,7870.29,C1076202543,1445223.63,1437353.34,M256346753,2016-09-16,TRF-jjLofxCczlOz,MY,C-0bf06952-228f-4aa9-bb5d-6f70186ea1dd
DEBIT,12872.92,C1110195322,11197.0,0.0,C466505482,2016-03-05,TRF-lPmRSoVELERw,ID,C-4eb3148a-c611-427c-9eb3-3ce89286cb41
PAYMENT,6675.34,C9844218,10107.0,3431.66,M2145896000,2019-02-22,TRF-bZuhprcdLFxh,ID,C-047ca826-c000-4d67-b97b-ac2c1a14b489
CASH_OUT,410201.89,C2069500590,21448.0,0.0,C1750905143,2015-02-09,TRF-IsquvXxgcQiQ,SG,C-35b78aa4-c09b-47c8-b0a8-8eb0d0de3828
PAYMENT,13310.78,C2051598050,0.0,0.0,M852026681,2015-09-04,TRF-rCDvjmxqwHfI,ID,C-baa31be8-0ea9-4f45-96e6-bf75914d2dd6
PAYMENT,664.35,C1984094095,102983.0,102318.65,M94919826,2020-04-03,TRF-tMhDMbfGfHxd,MY,C-f93ee5c5-5ab3-4b93-9b8a-ba8de1e39b69
PAYMENT,2130.3,C2075372030,10958.0,8827.7,M1201004240,2016-09-09,TRF-qTApndvyiPwc,ID,C-f2237f02-ba33-4fca-b07b-49f9912a9d8e
PAYMENT,7771.4,C662925691,8827.7,1056.3,M349259569,2015-04-23,TRF-xclPrxwgEWiJ,ID,C-c96d008f-e7da-4b7e-a022-e5bf81b565de
PAYMENT,36349.35,C749604930,1056.3,0.0,M1204088028,2015-09-23,TRF-TnqPYKrwljMp,ID,C-1c648f2a-db90-4a40-aa8c-840dc8943312
PAYMENT,749.34,C837246227,0.0,0.0,M1552221437,2020-02-19,TRF-fUKCWhbgJEKd,ID,C-8ae98561-e5b8-45a0-adfa-71f69a1dd33b
